_key,endTime,artistName,trackName,msPlayed
0,2024-12-22 18:27,Billie Eilish,Happier Than Ever,166040
1,2024-12-22 18:30,Billie Eilish,BIRDS OF A FEATHER,209430
2,2024-12-22 18:40,Billie Eilish,WILDFLOWER,261466
3,2024-12-22 18:44,Billie Eilish,WILDFLOWER,247644
4,2024-12-22 18:45,Billie Eilish,WILDFLOWER,36417
5,2024-12-24 20:40,Billie Eilish,WILDFLOWER,36843
6,2024-12-28 20:00,Billie Eilish,CHIHIRO,303440
7,2024-12-28 20:03,Billie Eilish,LUNCH,179586
8,2024-12-28 20:06,Billie Eilish,NDA,194812
9,2024-12-28 20:09,Billie Eilish,Therefore I Am,173539
10,2024-12-28 20:16,Billie Eilish,WILDFLOWER,454092
11,2024-12-28 20:19,Billie Eilish,when the party's over,196077
12,2024-12-28 20:22,Billie Eilish,THE DINER,186346
13,2024-12-28 20:25,Billie Eilish,ilomilo,156370
14,2024-12-28 20:28,Billie Eilish,bad guy,194087
15,2024-12-28 20:33,Billie Eilish,THE GREATEST,293840
16,2024-12-28 20:36,Billie Eilish,Male Fantasy,194886
17,2024-12-28 20:40,Billie Eilish,SKINNY,219733
18,2024-12-28 20:45,Billie Eilish,TV,281380
19,2024-12-28 20:49,Billie Eilish,BITTERSUITE,298440
20,2024-12-28 20:53,Billie Eilish,bury a friend,193143
21,2024-12-28 20:56,Billie Eilish,Oxytocin,210232
22,2024-12-28 20:59,Billie Eilish,you should see me in a crown,180952
23,2024-12-28 21:01,Charli xcx,Guess featuring billie eilish,143330
24,2024-12-28 21:05,Billie Eilish,everything i wanted,245425
25,2024-12-28 21:11,Billie Eilish,BLUE,343120
26,2024-12-28 21:14,Billie Eilish,lovely (with Khalid),200185
27,2024-12-28 21:15,Billie Eilish,idontwannabeyouanymore,30739
28,2024-12-28 21:18,Billie Eilish,ocean eyes,200379
29,2024-12-28 21:24,Billie Eilish,L’AMOUR DE MA VIE,333986
30,2024-12-28 21:28,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",21473
31,2024-12-28 21:28,Billie Eilish,L’AMOUR DE MA VIE [OVER NOW EXTENDED EDIT],271969
32,2024-12-28 21:31,Billie Eilish,Happier Than Ever,170150
33,2024-12-28 21:35,Billie Eilish,CHIHIRO,6286
34,2024-12-28 21:35,Billie Eilish,BIRDS OF A FEATHER,210373
35,2024-12-28 21:39,Billie Eilish,WILDFLOWER,226810
36,2024-12-28 21:40,Billie Eilish,CHIHIRO,6640
37,2024-12-28 21:40,Billie Eilish,CHIHIRO,81880
38,2024-12-29 14:06,Billie Eilish,CHIHIRO,1500
39,2024-12-29 14:46,Billie Eilish,CHIHIRO,303440
40,2024-12-29 14:49,Billie Eilish,LUNCH,179586
41,2024-12-29 14:50,Billie Eilish,NDA,74848
42,2024-12-29 14:52,Billie Eilish,Therefore I Am,2805
43,2024-12-29 16:52,Billie Eilish,Therefore I Am,128
44,2024-12-29 16:52,Billie Eilish,WILDFLOWER,2666
45,2024-12-29 16:55,Billie Eilish,Therefore I Am,14810
46,2024-12-29 16:55,Billie Eilish,NDA,194822
47,2024-12-29 17:00,Billie Eilish,when the party's over,48916
48,2024-12-29 17:00,Billie Eilish,ilomilo,597
49,2024-12-29 17:00,Billie Eilish,bad guy,554
50,2024-12-29 17:00,Billie Eilish,WILDFLOWER,261466
51,2024-12-29 17:00,Billie Eilish,THE GREATEST,554
52,2024-12-29 17:00,Billie Eilish,THE DINER,2240
53,2024-12-29 17:01,Billie Eilish,you should see me in a crown,704
54,2024-12-29 17:01,Billie Eilish,BLUE,575
55,2024-12-29 17:01,Billie Eilish,TV,917
56,2024-12-29 17:01,Billie Eilish,bury a friend,853
57,2024-12-29 17:01,Billie Eilish,everything i wanted,682
58,2024-12-29 17:01,Billie Eilish,BITTERSUITE,1258
59,2024-12-29 17:01,Billie Eilish,ocean eyes,682
60,2024-12-29 17:01,Charli xcx,Guess featuring billie eilish,703
61,2024-12-29 17:01,Billie Eilish,lovely (with Khalid),661
62,2024-12-29 17:01,Billie Eilish,Oxytocin,725
63,2024-12-29 17:01,Billie Eilish,SKINNY,1066
64,2024-12-29 17:01,Billie Eilish,Male Fantasy,3008
65,2024-12-29 17:01,Billie Eilish,idontwannabeyouanymore,640
66,2024-12-29 17:07,Billie Eilish,L’AMOUR DE MA VIE,333986
67,2024-12-29 17:12,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",14482
68,2024-12-29 17:12,Billie Eilish,L’AMOUR DE MA VIE [OVER NOW EXTENDED EDIT],271969
69,2024-12-29 17:19,Billie Eilish,Happier Than Ever,183962
70,2024-12-29 23:01,Travis Scott,HIGHEST IN THE ROOM,175720
71,2024-12-29 23:05,Mannie Fresh,Real Big,228826
72,2024-12-29 23:05,T.I.,ASAP,15924
73,2024-12-29 23:05,Jean Grae,Going Crazy (Instr.),14197
74,2024-12-29 23:06,Pitbull,Dammit Man,71765
75,2024-12-29 23:07,Vicarious Visions Audio,Crash Bandicoot Main Theme,47647
76,2024-12-29 23:12,Vicarious Visions Audio,Jungle Rollers,23732
77,2024-12-29 23:19,Bhad Bhabie,Gucci Flip Flops (feat. Lil Yachty),18133
78,2024-12-29 23:19,Ricegum,Its Every Night Sis,155193
79,2024-12-29 23:19,Ricegum,Its Every Night Sis,5629
80,2024-12-29 23:20,Jake Paul,That Ain't On The News,39786
81,2024-12-29 23:22,Jake Paul,It's Everyday Bro,10112
82,2024-12-29 23:22,Jake Paul,It's Everyday Bro,57397
83,2024-12-29 23:22,21 Savage,redrum,949
84,2024-12-29 23:22,¥$,CARNIVAL,8437
85,2024-12-29 23:23,Billie Eilish,BIRDS OF A FEATHER,15903
86,2024-12-29 23:23,Travis Scott,FE!N (feat. Playboi Carti),13834
87,2024-12-29 23:23,Sabrina Carpenter,Espresso,21397
88,2024-12-29 23:24,Tate McRae,It's ok I'm ok,13920
89,2024-12-29 23:24,Tate McRae,greedy,16085
90,2024-12-29 23:24,Ariana Grande,we can't be friends (wait for your love),15274
91,2024-12-29 23:24,The Neighbourhood,Sweater Weather,9450
92,2024-12-30 02:06,Travis Scott,FE!N (feat. Playboi Carti),6282
93,2024-12-30 02:09,Travis Scott,HIGHEST IN THE ROOM,182513
94,2024-12-30 02:10,Isabel LaRosa,Favorite,2778
95,2024-12-30 02:10,Mannie Fresh,Real Big,10197
96,2024-12-30 02:13,K CAMP,Lottery (Renegade),23082
97,2024-12-30 02:13,Travis Scott,SICKO MODE,168309
98,2024-12-30 02:13,Arizona Zervas,ROXANNE,12480
99,2024-12-30 02:14,Ant Saunders,Yellow Hearts,4511
100,2024-12-30 02:14,Don Toliver,No Idea,4063
101,2024-12-30 02:14,Megan Thee Stallion,Savage,2816
102,2024-12-30 02:14,Doja Cat,Like That (feat. Gucci Mane),10314
103,2024-12-30 02:14,Doja Cat,Say So,6538
104,2024-12-30 02:14,Roddy Ricch,The Box,2602
105,2024-12-30 02:14,Tiagz,My Heart Went Oops,7136
106,2024-12-30 02:14,Surfaces,Sunday Best,4256
107,2024-12-30 02:14,Arizona Zervas,ROXANNE,2794
108,2024-12-30 02:14,Kesha,Cannibal,3391
109,2024-12-30 02:15,YNW Melly,Suicidal,6623
110,2024-12-30 02:15,Cookiee Kawaii,Vibe (If I Back It Up),19328
111,2024-12-30 02:16,Doja Cat,Boss Bitch,7210
112,2024-12-30 02:16,sherman,Throw That Back Like a Cadillac,5013
113,2024-12-30 02:16,Ashnikko,STUPID (feat. Yung Baby Tate),2560
114,2024-12-30 02:16,TOKYO’S REVENGE,GOODMORNINGTOKYO!,16383
115,2024-12-30 02:16,DaBaby,VIBEZ,2304
116,2024-12-30 02:17,Doja Cat,Cyber Sex,4853
117,2024-12-30 02:17,Arizona Zervas,FML,4714
118,2024-12-30 02:17,24kGoldn,CITY OF ANGELS,2720
119,2024-12-30 02:17,Doja Cat,Candy,3007
120,2024-12-30 02:17,Ashnikko,Working Bitch,1418
121,2024-12-30 02:17,Peter Kuli,ok boomer (feat. Jed Will),6016
122,2024-12-30 02:17,Likybo,Kraazy,1141
123,2024-12-30 02:17,iLL Wayno,Eyes. Lips. Face. (e.l.f.),4682
124,2024-12-30 02:17,Doja Cat,Juicy,6901
125,2024-12-30 02:17,Dua Lipa,Don't Start Now,1472
126,2024-12-30 02:18,Trevor Daniel,Falling,7893
127,2024-12-30 02:20,Don Toliver,No Idea,154424
128,2024-12-30 02:20,Doja Cat,Like That (feat. Gucci Mane),6174
129,2024-12-30 13:35,Mirage,Новый герой,3328
130,2024-12-30 14:09,Mirage,Новый герой,227556
131,2024-12-30 14:13,HammAli & Navai,А если это любовь?,240971
132,2024-12-30 14:17,HammAli & Navai,Любить - это так бесполезно,222466
133,2024-12-30 14:20,#2Mashi,Инея,233344
134,2024-12-30 14:24,Geegun,Отпусти,197813
135,2024-12-30 14:24,Arthur Pirozhkov,Зацепила,55088
136,2024-12-30 14:28,Filatov & Karas,Алиса,184000
137,2024-12-30 14:31,МОТ,Не Бруклин,185000
138,2024-12-30 14:33,Akmal',По полюшку,133170
139,2024-12-30 14:36,HammAli & Navai,Прятки,193431
140,2024-12-30 14:40,NYUSHA,Выбирать чудо,266400
141,2024-12-30 14:43,Rauf & Faik,Детство,188362
142,2024-12-30 14:47,IOWA,Маршрутка,191045
143,2024-12-30 14:49,HammAli & Navai,Друг или враг,160285
144,2024-12-30 14:53,t.A.T.u.,Ya Soshla S Uma,214253
145,2024-12-30 14:55,ALEKS ATAMAN,Девочка бандитка,140742
146,2024-12-30 14:57,SUNAMI,Под луной,127595
147,2024-12-30 14:57,Eldzhey,Розовое вино,6461
148,2024-12-30 17:21,HammAli & Navai,Пустите меня на танцпол,256271
149,2024-12-30 17:24,Ruki Vverh!,Последний поцелуй,186983
150,2024-12-30 17:28,HANNA,Омар Хайям,185396
151,2024-12-30 17:31,JONY,Без тебя я не я,200689
152,2024-12-30 17:34,Mirage,Я не шучу,195480
153,2024-12-30 17:37,МОТ,Ты должна рядом быть,201428
154,2024-12-30 17:38,Smyslovye Gallyutsinatsii,Вечно молодой,14715
155,2024-12-30 17:38,Lesha Svik,Плакала,2965
156,2024-12-30 17:41,HammAli & Navai,Птичка,190588
157,2024-12-30 17:41,Irina Dubtsova,О нем,17032
158,2024-12-30 17:44,Bianka,Мальчик на Баду,172714
159,2024-12-30 17:47,Zivert,Life,188000
160,2024-12-30 17:51,Vera Brezhneva,Реальная жизнь,232851
161,2024-12-30 17:53,HammAli & Navai,Девочка танцуй,133001
162,2024-12-30 17:57,SEREBRO,Мало тебя,225460
163,2024-12-30 18:00,HammAli & Navai,Как тебя забыть,201602
164,2024-12-30 18:04,5sta Family,Вместе мы,215656
165,2024-12-30 18:07,5sta Family,Зачем,211899
166,2024-12-30 18:10,Lolita,По-другому,208304
167,2024-12-30 18:13,Bianka,Были танцы,182013
168,2024-12-30 19:33,HammAli & Navai,Где ты была?,211773
169,2024-12-30 19:34,MONATIK,ВЕЧЕРиНОЧКА,66990
170,2024-12-30 19:37,Travis Scott,HIGHEST IN THE ROOM,175720
171,2024-12-30 19:41,Mannie Fresh,Real Big,228826
172,2024-12-30 19:44,Travis Scott,HIGHEST IN THE ROOM,175720
173,2024-12-30 19:48,Travis Scott,HIGHEST IN THE ROOM,5965
174,2024-12-30 19:48,Mannie Fresh,Real Big,228826
175,2024-12-30 19:50,Travis Scott,FE!N (feat. Playboi Carti),113663
176,2024-12-30 19:54,Travis Scott,goosebumps,243836
177,2024-12-30 19:57,Travis Scott,goosebumps,197682
178,2024-12-30 20:02,Billie Eilish,CHIHIRO,287511
179,2024-12-30 20:02,Billie Eilish,THE GREATEST,9129
180,2024-12-30 20:03,Billie Eilish,CHIHIRO,76547
181,2024-12-30 20:06,Billie Eilish,LUNCH,179586
182,2024-12-30 20:10,Billie Eilish,NDA,245209
183,2024-12-30 20:15,Billie Eilish,Therefore I Am,173539
184,2024-12-30 20:19,Billie Eilish,WILDFLOWER,261466
185,2024-12-30 20:22,Billie Eilish,when the party's over,196077
186,2024-12-30 20:25,Billie Eilish,THE DINER,186346
187,2024-12-30 20:28,Billie Eilish,ilomilo,156370
188,2024-12-30 20:30,Billie Eilish,bad guy,136329
189,2024-12-30 20:35,Billie Eilish,THE GREATEST,293840
190,2024-12-30 20:38,Billie Eilish,Male Fantasy,194886
191,2024-12-30 20:39,Billie Eilish,SKINNY,40553
192,2024-12-30 20:43,Billie Eilish,TV,281380
193,2024-12-30 20:48,Billie Eilish,BITTERSUITE,298440
194,2024-12-30 20:51,Billie Eilish,bury a friend,193143
195,2024-12-30 20:55,Billie Eilish,Oxytocin,210232
196,2024-12-30 20:58,Billie Eilish,you should see me in a crown,180952
197,2024-12-30 21:00,Charli xcx,Guess featuring billie eilish,143330
198,2024-12-30 21:04,Billie Eilish,everything i wanted,245425
199,2024-12-30 21:09,Billie Eilish,BLUE,279745
200,2024-12-30 21:09,Billie Eilish,ocean eyes,1060
201,2024-12-30 21:09,Billie Eilish,lovely (with Khalid),820
202,2024-12-30 21:09,Billie Eilish,idontwannabeyouanymore,1260
203,2024-12-30 21:14,Billie Eilish,L’AMOUR DE MA VIE,333986
204,2024-12-30 21:21,Billie Eilish,L’AMOUR DE MA VIE [OVER NOW EXTENDED EDIT],271969
205,2024-12-30 21:23,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",142063
206,2024-12-30 21:24,Billie Eilish,Happier Than Ever,33960
207,2024-12-30 21:27,Billie Eilish,BIRDS OF A FEATHER,190870
208,2024-12-31 00:30,Billie Eilish,LUNCH,405
209,2024-12-31 00:30,Billie Eilish,NDA,9386
210,2024-12-31 00:35,Billie Eilish,when the party's over,28884
211,2024-12-31 00:35,Billie Eilish,LUNCH,384
212,2024-12-31 00:35,Billie Eilish,LUNCH,575
213,2024-12-31 00:35,Billie Eilish,CHIHIRO,1066
214,2024-12-31 00:35,Billie Eilish,NDA,938
215,2024-12-31 00:35,Billie Eilish,WILDFLOWER,261466
216,2024-12-31 00:38,Billie Eilish,Therefore I Am,3391
217,2024-12-31 00:38,Billie Eilish,NDA,194858
218,2025-01-01 01:36,Billie Eilish,LUNCH,68074
219,2025-01-01 01:41,Mirage,Новый герой,230880
220,2025-01-01 01:47,Mirage,Снова вместе,352120
221,2025-01-01 01:50,Mirage,Я не шучу,195480
222,2025-01-01 01:51,Ласковый Май,Белые розы,73506
223,2025-01-01 01:51,МОТ,Ты должна рядом быть,1600
224,2025-01-01 01:51,Rauf & Faik,Колыбельная,1322
225,2025-01-01 01:51,NЮ,18,853
226,2025-01-01 01:51,Lusia Chebotina,ПЛАКАЛ ГОЛЛИВУД,1152
227,2025-01-01 01:55,t.A.T.u.,Ya Soshla S Uma,214253
228,2025-01-01 01:57,Nataliya Vlasova,Я у твоих ног 2.0,39575
229,2025-01-01 23:22,Glukoza,Невеста,5066
230,2025-01-01 23:22,uniqe,ГЛАМУР,21194
231,2025-01-01 23:22,Travis Scott,HIGHEST IN THE ROOM,109443
232,2025-01-04 00:47,Travis Scott,HIGHEST IN THE ROOM,159968
233,2025-01-04 00:53,Billie Eilish,CHIHIRO,303440
234,2025-01-04 00:56,Billie Eilish,LUNCH,179586
235,2025-01-04 00:59,Billie Eilish,NDA,194789
236,2025-01-04 01:02,Billie Eilish,Therefore I Am,173539
237,2025-01-04 01:06,Billie Eilish,WILDFLOWER,261466
238,2025-01-04 01:10,Billie Eilish,when the party's over,196077
239,2025-01-04 01:13,Billie Eilish,THE DINER,186346
240,2025-01-04 01:16,Billie Eilish,ilomilo,156370
241,2025-01-04 01:19,Billie Eilish,bad guy,194087
242,2025-01-04 01:24,Billie Eilish,THE GREATEST,293840
243,2025-01-04 01:25,Billie Eilish,SKINNY,2773
244,2025-01-04 01:25,Billie Eilish,Male Fantasy,83277
245,2025-01-04 01:45,Billie Eilish,TV,244607
246,2025-01-04 01:45,Charli xcx,Guess,39285
247,2025-01-04 01:46,Charli xcx,Guess featuring billie eilish,32874
248,2025-01-04 02:09,Charli xcx,Guess featuring billie eilish,3434
249,2025-01-04 19:56,Nataliya Vlasova,Я у твоих ног 2.0,4060
250,2025-01-04 20:01,Billie Eilish,CHIHIRO,303440
251,2025-01-04 20:04,Billie Eilish,LUNCH,179586
252,2025-01-04 20:08,Billie Eilish,NDA,194802
253,2025-01-04 20:10,Billie Eilish,Therefore I Am,173539
254,2025-01-04 20:15,Billie Eilish,WILDFLOWER,261466
255,2025-01-04 20:18,Billie Eilish,when the party's over,196077
256,2025-01-04 20:28,Billie Eilish,THE DINER,125881
257,2025-01-04 20:31,Charli xcx,Guess featuring billie eilish,151234
258,2025-01-04 20:35,Billie Eilish,everything i wanted,245425
259,2025-01-04 20:46,Billie Eilish,BLUE,343120
260,2025-01-04 20:49,Billie Eilish,lovely (with Khalid),200185
261,2025-01-04 20:53,Billie Eilish,idontwannabeyouanymore,203569
262,2025-01-04 20:56,Billie Eilish,ocean eyes,200379
263,2025-01-04 21:02,Billie Eilish,L’AMOUR DE MA VIE,333986
264,2025-01-04 21:06,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",3174
265,2025-01-04 21:06,Billie Eilish,L’AMOUR DE MA VIE [OVER NOW EXTENDED EDIT],271969
266,2025-01-04 21:11,Billie Eilish,Happier Than Ever,298899
267,2025-01-04 21:15,Billie Eilish,BIRDS OF A FEATHER,210373
268,2025-01-04 21:17,Billie Eilish,LUNCH,5503
269,2025-01-04 21:17,Billie Eilish,CHIHIRO,145460
270,2025-01-05 01:18,Billie Eilish,CHIHIRO,303440
271,2025-01-05 01:21,Billie Eilish,LUNCH,179586
272,2025-01-05 01:26,Billie Eilish,NDA,194802
273,2025-01-05 01:30,Billie Eilish,Therefore I Am,173539
274,2025-01-05 01:35,Billie Eilish,WILDFLOWER,261466
275,2025-01-05 01:38,Billie Eilish,when the party's over,196077
276,2025-01-05 01:41,Billie Eilish,THE DINER,186346
277,2025-01-05 01:43,Billie Eilish,ilomilo,104044
278,2025-01-05 01:46,Billie Eilish,bad guy,194087
279,2025-01-05 01:51,Billie Eilish,THE GREATEST,293840
280,2025-01-05 01:54,Billie Eilish,Male Fantasy,194886
281,2025-01-05 01:58,Billie Eilish,SKINNY,219733
282,2025-01-05 02:02,Billie Eilish,TV,281380
283,2025-01-05 02:07,Billie Eilish,BITTERSUITE,298440
284,2025-01-05 02:11,Billie Eilish,bury a friend,193143
285,2025-01-05 02:14,Billie Eilish,you should see me in a crown,17417
286,2025-01-05 02:14,Billie Eilish,Oxytocin,210232
287,2025-01-05 02:20,Charli xcx,Guess featuring billie eilish,59760
288,2025-01-05 02:22,Charli xcx,Guess featuring billie eilish,83240
289,2025-01-05 02:26,Billie Eilish,everything i wanted,245425
290,2025-01-05 02:35,Billie Eilish,BLUE,343120
291,2025-01-05 02:38,Billie Eilish,lovely (with Khalid),200185
292,2025-01-05 02:42,Billie Eilish,L’AMOUR DE MA VIE,170
293,2025-01-05 02:42,Billie Eilish,idontwannabeyouanymore,18837
294,2025-01-05 02:51,Billie Eilish,L’AMOUR DE MA VIE,333746
295,2025-01-05 02:56,Billie Eilish,L’AMOUR DE MA VIE [OVER NOW EXTENDED EDIT],271969
296,2025-01-05 02:57,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",72284
297,2025-01-05 03:02,Billie Eilish,Happier Than Ever,298899
298,2025-01-05 03:05,Billie Eilish,BIRDS OF A FEATHER,210373
299,2025-01-05 03:54,Billie Eilish,CHIHIRO,90296
300,2025-01-05 15:53,Billie Eilish,CHIHIRO,213158
301,2025-01-05 15:56,Billie Eilish,LUNCH,179586
302,2025-01-05 15:59,Billie Eilish,NDA,194794
303,2025-01-05 16:15,Billie Eilish,Therefore I Am,149704
304,2025-01-05 16:20,Billie Eilish,WILDFLOWER,261466
305,2025-01-05 16:22,Billie Eilish,when the party's over,144186
306,2025-01-05 16:26,Billie Eilish,THE DINER,186346
307,2025-01-05 16:27,Billie Eilish,ilomilo,37985
308,2025-01-05 16:27,Billie Eilish,bad guy,2853
309,2025-01-05 16:31,Billie Eilish,THE GREATEST,278707
310,2025-01-05 16:33,Billie Eilish,Male Fantasy,97237
311,2025-01-05 16:38,MiyaGi & Endspiel,I Got Love,276687
312,2025-01-05 16:42,HammAli & Navai,Как тебя забыть,201602
313,2025-01-05 16:48,NЮ,Горевал,34069
314,2025-01-05 16:48,T-Fest,Улети,15257
315,2025-01-05 16:48,Mirage,Снова вместе,352120
316,2025-01-05 16:51,NЮ,Я надеюсь,179277
317,2025-01-05 16:53,Bianka,Были танцы,122038
318,2025-01-05 16:53,Vremya i Steklo,Имя 505,3776
319,2025-01-05 16:57,SEREBRO,Перепутала,215197
320,2025-01-05 16:59,Kamazz,Как ты там,137528
321,2025-01-05 17:03,#2Mashi,Босая,203225
322,2025-01-05 17:04,ФОГЕЛЬ,ГОЛЛИВУД,70601
323,2025-01-05 17:09,Billie Eilish,CHIHIRO,303440
324,2025-01-05 17:11,Billie Eilish,LUNCH,103166
325,2025-01-05 23:14,Billie Eilish,CHIHIRO,303440
326,2025-01-05 23:17,Billie Eilish,LUNCH,179586
327,2025-01-05 23:21,Billie Eilish,NDA,194826
328,2025-01-05 23:23,Billie Eilish,Therefore I Am,173539
329,2025-01-05 23:28,Billie Eilish,WILDFLOWER,261466
330,2025-01-05 23:31,Billie Eilish,when the party's over,196077
331,2025-01-05 23:32,Billie Eilish,THE DINER,88513
332,2025-01-05 23:35,Billie Eilish,ilomilo,156370
333,2025-01-05 23:38,Billie Eilish,bad guy,180700
334,2025-01-05 23:43,Billie Eilish,THE GREATEST,293840
335,2025-01-05 23:46,Billie Eilish,SKINNY,13511
336,2025-01-05 23:46,Billie Eilish,Male Fantasy,194886
337,2025-01-05 23:47,Billie Eilish,TV,59029
338,2025-01-05 23:50,Billie Eilish,bury a friend,5781
339,2025-01-05 23:50,Billie Eilish,BITTERSUITE,168533
340,2025-01-05 23:52,Billie Eilish,you should see me in a crown,3455
341,2025-01-05 23:52,Billie Eilish,Oxytocin,98090
342,2025-01-05 23:54,Billie Eilish,BLUE,640
343,2025-01-05 23:54,Billie Eilish,everything i wanted,11767
344,2025-01-05 23:54,Billie Eilish,ocean eyes,1173
345,2025-01-05 23:54,Charli xcx,Guess featuring billie eilish,143330
346,2025-01-05 23:54,Billie Eilish,lovely (with Khalid),682
347,2025-01-05 23:54,Billie Eilish,idontwannabeyouanymore,789
348,2025-01-06 00:00,Billie Eilish,L’AMOUR DE MA VIE,333986
349,2025-01-06 00:03,Billie Eilish,Happier Than Ever,640
350,2025-01-06 00:03,Billie Eilish,BIRDS OF A FEATHER,5802
351,2025-01-06 00:03,Billie Eilish,L’AMOUR DE MA VIE [OVER NOW EXTENDED EDIT],194111
352,2025-01-06 00:05,Billie Eilish,Happier Than Ever,128251
353,2025-01-06 00:08,Billie Eilish,party favor,320
354,2025-01-06 00:08,Billie Eilish,GOLDWING,746
355,2025-01-06 00:08,Billie Eilish,OverHeated,1642
356,2025-01-06 00:08,Billie Eilish,COPYCAT,810
357,2025-01-06 00:08,Billie Eilish,Billie Bossa Nova,383
358,2025-01-06 00:08,Billie Eilish,wish you were gay,895
359,2025-01-06 00:08,Billie Eilish,No Time To Die,320
360,2025-01-06 00:08,Billie Eilish,all the good girls go to hell,895
361,2025-01-06 00:08,Billie Eilish,Bored,533
362,2025-01-06 00:08,Billie Eilish,BIRDS OF A FEATHER,136998
363,2025-01-06 00:08,Billie Eilish,bellyache,618
364,2025-01-06 00:08,Billie Eilish,my boy,405
365,2025-01-06 00:08,Billie Eilish,xanny,320
366,2025-01-06 00:15,Billie Eilish,Therefore I Am,1685
367,2025-01-06 00:15,Billie Eilish,LUNCH,16606
368,2025-01-06 00:15,Billie Eilish,CHIHIRO,416208
369,2025-01-06 00:15,Billie Eilish,NDA,1834
370,2025-01-06 04:33,Billie Eilish,WILDFLOWER,203520
371,2025-01-07 22:40,Billie Eilish,CHIHIRO,1109
372,2025-01-07 22:40,dreamyone,True Blue,18261
373,2025-01-07 22:40,Billie Eilish,ilomilo - Live From The Film - Billie Eilish: The World’s A Little Blurry,5504
374,2025-01-08 19:32,Billie Eilish,CHIHIRO,324169
375,2025-01-08 19:35,Billie Eilish,LUNCH,179586
376,2025-01-08 19:38,Billie Eilish,Therefore I Am,5034
377,2025-01-08 19:38,Billie Eilish,NDA,187034
378,2025-01-08 19:43,Billie Eilish,WILDFLOWER,261466
379,2025-01-08 19:45,Billie Eilish,when the party's over,121557
380,2025-01-08 19:48,Travis Scott,HIGHEST IN THE ROOM,133714
381,2025-01-08 19:49,dat1quietkid,CARNIVAL - Gay Version,22080
382,2025-01-08 19:49,DUD,DICKO MODE (New Version),81855
383,2025-01-08 19:52,Billie Eilish,CHIHIRO,166848
384,2025-01-08 19:55,Mirage,Я не шучу,195480
385,2025-01-08 19:57,Mirage,Я не шучу,129409
386,2025-01-08 20:00,veneris,Spongebob Grass Skirt Chase Drill,127701
387,2025-01-08 20:01,veneris,Spongebob Grass Skirt Chase Drill,110340
388,2025-01-08 20:07,Billie Eilish,L’AMOUR DE MA VIE,333986
389,2025-01-08 20:09,Billie Eilish,Happier Than Ever,576
390,2025-01-08 20:09,Billie Eilish,BIRDS OF A FEATHER,1023
391,2025-01-08 20:09,Billie Eilish,L’AMOUR DE MA VIE [OVER NOW EXTENDED EDIT],76124
392,2025-01-08 20:11,Billie Eilish,Happier Than Ever,142173
393,2025-01-08 20:12,Billie Eilish,wish you were gay,831
394,2025-01-08 20:12,Billie Eilish,all the good girls go to hell,597
395,2025-01-08 20:12,Billie Eilish,Bored,1130
396,2025-01-08 20:12,Billie Eilish,BIRDS OF A FEATHER,44370
397,2025-01-08 20:12,Billie Eilish,bellyache,1471
398,2025-01-08 20:12,Billie Eilish,xanny,1088
399,2025-01-08 20:16,Billie Eilish,No Time To Die,242265
400,2025-01-08 20:18,Billie Eilish,COPYCAT,39552
401,2025-01-08 20:19,Billie Eilish,party favor,4863
402,2025-01-08 20:19,Billie Eilish,my boy,42901
403,2025-01-08 20:22,Billie Eilish,Billie Bossa Nova,196730
404,2025-01-08 20:26,Billie Eilish,OverHeated,198474
405,2025-01-08 21:02,Billie Eilish,CHIHIRO,1770
406,2025-01-08 21:06,Billie Eilish,LUNCH,179586
407,2025-01-08 21:06,Billie Eilish,NDA,6600
408,2025-01-08 21:10,Billie Eilish,Billie Bossa Nova,196730
409,2025-01-08 21:13,Billie Eilish,OverHeated,214058
410,2025-01-08 21:14,Billie Eilish,party favor,981
411,2025-01-08 21:14,Billie Eilish,GOLDWING,51321
412,2025-01-08 21:14,Billie Eilish,OverHeated,192
413,2025-01-08 21:14,Billie Eilish,Billie Bossa Nova,1450
414,2025-01-08 21:17,Billie Eilish,Billie Bossa Nova,196730
415,2025-01-08 21:26,Billie Eilish,GOLDWING,6095
416,2025-01-08 21:26,Billie Eilish,OverHeated,214058
417,2025-01-08 21:31,Billie Eilish,CHIHIRO,303440
418,2025-01-09 01:15,Billie Eilish,CHIHIRO,68949
419,2025-01-09 06:04,Billie Eilish,LUNCH,6131
420,2025-01-10 14:23,Natali,"О, Боже, какой мужчина!",135850
421,2025-01-10 14:28,Billie Eilish,LUNCH,3523
422,2025-01-10 14:28,Billie Eilish,CHIHIRO,303440
423,2025-01-10 14:28,Billie Eilish,CHIHIRO,1280
424,2025-01-10 14:28,Billie Eilish,CHIHIRO,29717
425,2025-01-10 15:01,Billie Eilish,CHIHIRO,302180
426,2025-01-10 15:04,Billie Eilish,LUNCH,179586
427,2025-01-10 15:07,Billie Eilish,NDA,194787
428,2025-01-10 15:10,Billie Eilish,Therefore I Am,151650
429,2025-01-10 15:14,Billie Eilish,WILDFLOWER,261466
430,2025-01-10 15:18,Billie Eilish,when the party's over,196077
